trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
177,False,"{'a': 0.01, 'e': 0.6459999999999997}",25,6,-36.83166595512831,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.6439999999999997}",25,0,-101.3918802014431,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
179,False,"{'a': 0.01, 'e': 0.6419999999999997}",20,0,2.905295677716082,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.6399999999999997}",25,1,-50.70554008126532,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
181,False,"{'a': 0.01, 'e': 0.6379999999999997}",25,0,-22.571795090896416,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
182,False,"{'a': 0.01, 'e': 0.6359999999999997}",25,16,9.152486266279618,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.6339999999999997}",25,0,-164.62137504318298,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
184,False,"{'a': 0.01, 'e': 0.6319999999999997}",20,0,-50.20266034703012,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
185,False,"{'a': 0.01, 'e': 0.6299999999999997}",20,2,-50.39891319697294,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
186,False,"{'a': 0.01, 'e': 0.6279999999999997}",30,0,-129.10823407766264,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
187,False,"{'a': 0.01, 'e': 0.6259999999999997}",20,0,1.3595341569160255,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.01, 'e': 0.6239999999999997}",25,0,-40.25524595681704,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
189,False,"{'a': 0.01, 'e': 0.6219999999999997}",20,5,5.22380037909604,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.6199999999999997}",25,17,5.970049986263204,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.6179999999999997}",25,0,-92.5428211214625,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
192,False,"{'a': 0.01, 'e': 0.6159999999999997}",20,0,-18.902782050428492,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.6139999999999997}",20,10,9.347751393897033,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.6119999999999997}",25,0,23.4363125256473,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.01, 'e': 0.6099999999999997}",20,0,-54.44683132983883,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
196,False,"{'a': 0.01, 'e': 0.6079999999999997}",25,0,-35.919066430468526,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
197,False,"{'a': 0.01, 'e': 0.6059999999999997}",20,8,-117.41639205542305,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 3}",1
198,False,"{'a': 0.01, 'e': 0.6039999999999996}",30,0,-214.09979648688247,"{0: 18, 1: 0, 2: 8, 3: 0, 4: 4}",0
199,False,"{'a': 0.01, 'e': 0.6019999999999996}",20,10,9.080842633369794,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.5999999999999996}",30,13,-4.64890865066706,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.5979999999999996}",20,0,-87.08940649184305,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
202,False,"{'a': 0.01, 'e': 0.5959999999999996}",20,11,-38.499716651389875,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.01, 'e': 0.5939999999999996}",20,0,-52.266114863374796,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.01, 'e': 0.5919999999999996}",20,15,9.393450810741792,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.5899999999999996}",30,20,1.9761511666059421,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.5879999999999996}",30,1,-122.52916158838356,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 1}",1
207,False,"{'a': 0.01, 'e': 0.5859999999999996}",25,0,-1.6132717880496164,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
208,False,"{'a': 0.01, 'e': 0.5839999999999996}",30,0,-143.18733736048253,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
209,False,"{'a': 0.01, 'e': 0.5819999999999996}",20,13,3.259883745385088,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.5799999999999996}",20,0,-29.86173366702221,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
211,False,"{'a': 0.01, 'e': 0.5779999999999996}",20,0,-0.2635847845123759,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.5759999999999996}",20,13,-38.98212420609643,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
213,False,"{'a': 0.01, 'e': 0.5739999999999996}",35,14,-93.65614897441887,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
214,False,"{'a': 0.01, 'e': 0.5719999999999996}",35,9,-45.90803070946615,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
215,False,"{'a': 0.01, 'e': 0.5699999999999996}",20,7,-10.22729319709713,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.5679999999999996}",25,11,-10.631742809793472,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.5659999999999996}",25,0,-33.91681614152416,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
218,False,"{'a': 0.01, 'e': 0.5639999999999996}",30,4,-101.36803422561844,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 2}",1
219,False,"{'a': 0.01, 'e': 0.5619999999999996}",20,0,-39.55710078920051,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
220,False,"{'a': 0.01, 'e': 0.5599999999999996}",30,7,-19.452225136190822,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.5579999999999996}",20,8,-4.2751317348288405,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.5559999999999996}",20,0,0.7125761989022696,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
223,False,"{'a': 0.01, 'e': 0.5539999999999996}",25,11,-41.74398261268156,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.5519999999999996}",25,0,-35.78364456572966,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
225,False,"{'a': 0.01, 'e': 0.5499999999999996}",20,15,3.866724814056946,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.5479999999999996}",20,14,4.755399521909155,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.5459999999999996}",30,18,8.593266947515751,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.5439999999999996}",30,0,25.855382225132963,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.5419999999999996}",20,12,-35.80980856142288,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.01, 'e': 0.5399999999999996}",25,5,-50.72358394119904,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
231,False,"{'a': 0.01, 'e': 0.5379999999999996}",20,0,-98.855388834028,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
232,False,"{'a': 0.01, 'e': 0.5359999999999996}",25,0,-41.67397446515422,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
233,False,"{'a': 0.01, 'e': 0.5339999999999996}",20,0,-77.21606199786271,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
234,False,"{'a': 0.01, 'e': 0.5319999999999996}",20,0,-23.13817828904618,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
235,False,"{'a': 0.01, 'e': 0.5299999999999996}",30,10,-28.66834412613248,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.01, 'e': 0.5279999999999996}",20,0,-4.856519031885316,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
237,False,"{'a': 0.01, 'e': 0.5259999999999996}",20,10,7.056802139037664,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.5239999999999996}",30,8,-34.075888707320914,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.5219999999999996}",25,0,-10.116024223220895,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
240,False,"{'a': 0.01, 'e': 0.5199999999999996}",20,8,2.3880552791850427,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.5179999999999996}",20,0,-125.67740079201911,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
242,False,"{'a': 0.01, 'e': 0.5159999999999996}",35,0,-126.17934698555888,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
243,False,"{'a': 0.01, 'e': 0.5139999999999996}",20,8,6.131985022557231,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.5119999999999996}",20,0,-73.62273746365969,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
245,False,"{'a': 0.01, 'e': 0.5099999999999996}",30,15,-42.408061031475974,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.01, 'e': 0.5079999999999996}",20,2,8.510268662173143,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.5059999999999996}",20,8,-24.766569131538205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.01, 'e': 0.5039999999999996}",20,4,1.8949898990958312,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.5019999999999996}",20,0,28.65996487042505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.01, 'e': 0.49999999999999956}",30,15,7.985229952777951,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.49799999999999955}",20,12,-38.893383990122054,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.01, 'e': 0.49599999999999955}",35,23,-21.88648373907166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.01, 'e': 0.49399999999999955}",20,0,-127.5528199480952,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
254,False,"{'a': 0.01, 'e': 0.49199999999999955}",20,14,9.343965013855513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.48999999999999955}",20,6,-7.073844194266394,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.48799999999999955}",25,15,-5.50931561820281,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.48599999999999954}",25,0,-57.65790599700448,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.48399999999999954}",30,4,-15.465196642821384,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.48199999999999954}",25,1,-17.966457428713344,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.47999999999999954}",25,6,-69.58716763799679,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
261,False,"{'a': 0.01, 'e': 0.47799999999999954}",20,0,-57.28296701007581,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
262,False,"{'a': 0.01, 'e': 0.47599999999999953}",25,7,-58.58185409475574,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.47399999999999953}",25,12,-4.639590293589324,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.47199999999999953}",20,0,-15.39875711441426,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.46999999999999953}",25,16,-5.047038036159372,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.4679999999999995}",20,13,9.860471604255965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.4659999999999995}",30,1,-98.43620479514513,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 2}",1
268,False,"{'a': 0.01, 'e': 0.4639999999999995}",20,6,-46.64144071137006,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
269,False,"{'a': 0.01, 'e': 0.4619999999999995}",20,7,-10.035465348358652,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.4599999999999995}",30,0,-39.450700804240775,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
271,False,"{'a': 0.01, 'e': 0.4579999999999995}",35,23,10.617830733014216,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.4559999999999995}",25,8,-45.54375154518765,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
273,False,"{'a': 0.01, 'e': 0.4539999999999995}",20,0,-68.66522743141107,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
274,False,"{'a': 0.01, 'e': 0.4519999999999995}",20,12,7.4574186714094255,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.4499999999999995}",25,0,-18.13915073418984,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
276,False,"{'a': 0.01, 'e': 0.4479999999999995}",25,0,-88.31367329441657,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
277,False,"{'a': 0.01, 'e': 0.4459999999999995}",25,0,-13.693716797598183,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
278,False,"{'a': 0.01, 'e': 0.4439999999999995}",20,14,10.166130206080531,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.4419999999999995}",20,6,16.073078482336253,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.4399999999999995}",25,10,-52.405608017230456,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
281,False,"{'a': 0.01, 'e': 0.4379999999999995}",20,13,11.227936456652628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.4359999999999995}",20,0,-67.7496831689764,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
283,False,"{'a': 0.01, 'e': 0.4339999999999995}",20,7,-12.361797040377255,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.4319999999999995}",30,0,-3.3060576722337953,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
285,False,"{'a': 0.01, 'e': 0.4299999999999995}",25,9,-4.721032043718162,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.4279999999999995}",25,0,-63.404111339363055,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
287,False,"{'a': 0.01, 'e': 0.4259999999999995}",20,3,10.119430906917119,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.4239999999999995}",20,0,-22.638918708487676,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.4219999999999995}",20,0,-44.61886203697976,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.4199999999999995}",20,15,9.743863354398473,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.4179999999999995}",25,6,8.377416302506463,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.4159999999999995}",20,14,12.006536773014442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.4139999999999995}",20,12,10.547226387087088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.4119999999999995}",20,2,5.046979467003868,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.4099999999999995}",30,8,-31.785816882437427,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.4079999999999995}",20,5,4.119663236889025,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.4059999999999995}",20,0,-43.17646366279025,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.01, 'e': 0.40399999999999947}",25,10,-50.17294452657373,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
299,False,"{'a': 0.01, 'e': 0.40199999999999947}",20,0,-113.43234006215647,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
300,False,"{'a': 0.01, 'e': 0.39999999999999947}",25,16,18.10761173315802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.39799999999999947}",20,14,-11.100519463332885,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.39599999999999946}",20,1,-17.769764491858663,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.01, 'e': 0.39399999999999946}",20,0,-49.18962788149105,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
304,False,"{'a': 0.01, 'e': 0.39199999999999946}",30,15,5.914596189230928,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.38999999999999946}",25,7,-8.903350496444407,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.38799999999999946}",30,9,25.48264846723996,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.38599999999999945}",25,0,0.5891792851828668,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.01, 'e': 0.38399999999999945}",25,14,4.879079956035563,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.38199999999999945}",25,0,-11.260236048323286,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
310,False,"{'a': 0.01, 'e': 0.37999999999999945}",25,16,-36.887400768602475,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.01, 'e': 0.37799999999999945}",20,0,-10.117309115643815,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.37599999999999945}",25,3,-66.04435018305593,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
313,False,"{'a': 0.01, 'e': 0.37399999999999944}",25,16,16.70747765287499,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.37199999999999944}",30,2,18.34232966136106,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.36999999999999944}",20,0,-24.313529844711503,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.01, 'e': 0.36799999999999944}",25,8,8.332972609778237,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.36599999999999944}",30,18,2.8360540454404983,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.36399999999999944}",20,0,-45.1916996061387,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
319,False,"{'a': 0.01, 'e': 0.36199999999999943}",20,5,-11.701426793918026,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.35999999999999943}",25,16,0.7496115292129131,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.35799999999999943}",25,18,10.968033415761898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.35599999999999943}",20,3,-6.831441083486313,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.3539999999999994}",20,14,6.45118524679219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.3519999999999994}",25,9,-67.49186410486035,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
325,False,"{'a': 0.01, 'e': 0.3499999999999994}",35,17,0.3568272766411398,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.3479999999999994}",20,15,8.20037058610257,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.3459999999999994}",20,9,-34.69816681890248,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.01, 'e': 0.3439999999999994}",20,12,10.10297447087484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.3419999999999994}",20,2,-9.898417622959238,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.3399999999999994}",30,12,-19.147248775894173,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.01, 'e': 0.3379999999999994}",20,16,6.032519611146688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.3359999999999994}",25,0,-18.195121952594764,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
333,False,"{'a': 0.01, 'e': 0.3339999999999994}",20,13,-5.972760425233014,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.3319999999999994}",20,8,-4.714333757043515,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.3299999999999994}",20,6,7.565599624914864,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.3279999999999994}",35,17,6.941232154807048,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.3259999999999994}",30,20,14.514493419599976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.3239999999999994}",20,0,-26.050169726686043,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
339,False,"{'a': 0.01, 'e': 0.3219999999999994}",25,11,6.091480692166668,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.3199999999999994}",20,14,0.0950885176781966,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.3179999999999994}",20,10,0.9857162476105117,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.3159999999999994}",20,15,10.417141782199066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.3139999999999994}",20,0,4.686103626467956,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
344,False,"{'a': 0.01, 'e': 0.3119999999999994}",25,10,15.486051655678537,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.3099999999999994}",30,3,-20.20107569277913,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
346,False,"{'a': 0.01, 'e': 0.3079999999999994}",25,0,-50.61537067058115,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
347,False,"{'a': 0.01, 'e': 0.3059999999999994}",25,11,-2.5575748539892738,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.3039999999999994}",30,18,22.16959496077116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.3019999999999994}",30,0,-26.688779250141923,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.01, 'e': 0.2999999999999994}",20,4,-21.077450365379946,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.01, 'e': 0.2979999999999994}",20,8,8.541968737382973,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.2959999999999994}",20,9,3.4517940716251796,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.2939999999999994}",35,16,13.976917003914894,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.29199999999999937}",25,10,9.325990200426519,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.28999999999999937}",30,12,-5.9548390100127815,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.28799999999999937}",30,13,-38.444681018630746,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.28599999999999937}",20,11,-9.650093199528966,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.28399999999999936}",20,6,22.068465487039994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.28199999999999936}",30,20,6.261996127120504,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.27999999999999936}",25,16,2.9047445680220036,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
