trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
361,False,"{'a': 0.01, 'e': 0.27799999999999936}",25,19,-0.4526887441260523,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.27599999999999936}",20,6,17.521702094993277,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.27399999999999936}",25,14,-24.321354552794066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.01, 'e': 0.27199999999999935}",20,0,21.36924438323335,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
365,False,"{'a': 0.01, 'e': 0.26999999999999935}",25,18,-10.25259366782061,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.26799999999999935}",20,4,-2.5414312337833227,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.26599999999999935}",25,12,22.825848109010504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.26399999999999935}",20,6,-24.94701807777411,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
369,False,"{'a': 0.01, 'e': 0.26199999999999934}",20,15,-31.839448059022207,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.01, 'e': 0.25999999999999934}",25,7,10.075735661446455,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.25799999999999934}",20,12,-27.83909487606678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.01, 'e': 0.25599999999999934}",30,0,24.19720759967127,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
373,False,"{'a': 0.01, 'e': 0.25399999999999934}",25,0,5.626402031606461,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
374,False,"{'a': 0.01, 'e': 0.25199999999999934}",25,0,-16.508511568426293,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
375,False,"{'a': 0.01, 'e': 0.24999999999999933}",20,0,-14.773530833174945,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
376,False,"{'a': 0.01, 'e': 0.24799999999999933}",20,11,10.126444304634061,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.24599999999999933}",20,2,-15.618603794127802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.01, 'e': 0.24399999999999933}",30,0,-0.09266420621223204,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
379,False,"{'a': 0.01, 'e': 0.24199999999999933}",20,0,-12.249879094251774,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
380,False,"{'a': 0.01, 'e': 0.23999999999999932}",30,13,-23.463384723956057,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.01, 'e': 0.23799999999999932}",20,16,7.467017888898809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.23599999999999932}",20,2,8.430730205767318,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.23399999999999932}",20,6,24.230632148078932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.23199999999999932}",30,18,21.642937345760707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.22999999999999932}",25,13,-12.193022232850886,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.22799999999999931}",25,15,6.724759568163137,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.2259999999999993}",20,8,13.694119352435704,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.2239999999999993}",25,10,14.242879948465134,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.2219999999999993}",25,11,-27.54432738547602,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
390,False,"{'a': 0.01, 'e': 0.2199999999999993}",25,9,25.210796390501624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.2179999999999993}",25,10,21.85889881637393,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.2159999999999993}",20,5,20.948653798893655,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.2139999999999993}",20,0,-19.352831628804527,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
394,False,"{'a': 0.01, 'e': 0.2119999999999993}",20,6,10.995625767125352,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.2099999999999993}",25,7,-86.69848488072884,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
396,False,"{'a': 0.01, 'e': 0.2079999999999993}",30,8,-15.876618401399938,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
397,False,"{'a': 0.01, 'e': 0.2059999999999993}",25,8,22.50047144808651,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.2039999999999993}",25,19,9.781536026313798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.2019999999999993}",25,13,8.5404040842162,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.1999999999999993}",35,23,22.97015060413892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.1979999999999993}",25,14,0.5786278346040916,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.19599999999999929}",25,14,8.330982263074393,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.19399999999999928}",20,10,4.413212030421868,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.19199999999999928}",20,3,-42.01000268977479,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
405,False,"{'a': 0.01, 'e': 0.18999999999999928}",20,9,19.98796031572463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.18799999999999928}",20,9,0.7819013507124088,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.18599999999999928}",20,6,-30.208772540790246,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
408,False,"{'a': 0.01, 'e': 0.18399999999999928}",25,18,1.8957353840199906,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.01, 'e': 0.18199999999999927}",30,11,-33.24276967465526,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.01, 'e': 0.17999999999999927}",35,26,9.33863302561275,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.01, 'e': 0.17799999999999927}",25,15,17.250127973807768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.17599999999999927}",20,3,12.080173384625187,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.17399999999999927}",25,7,27.084452751149257,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.17199999999999926}",25,18,12.570292010708252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.16999999999999926}",25,5,-9.834516261505328,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.16799999999999926}",35,23,13.617687414294778,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.16599999999999926}",20,16,8.894960712533935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.16399999999999926}",20,9,15.8654035653979,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.16199999999999926}",35,23,25.382308161052666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.15999999999999925}",30,15,23.990777435482155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.15799999999999925}",30,21,18.066141528638358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.15599999999999925}",20,14,10.454077078318821,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.15399999999999925}",25,0,12.741262816393336,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.15199999999999925}",25,11,23.28276269308921,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.14999999999999925}",25,4,32.00648856319095,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.14799999999999924}",20,8,21.340204149553124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.14599999999999924}",25,12,14.067773799027243,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.14399999999999924}",25,10,19.265058836638303,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.14199999999999924}",25,12,23.63240722347176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.13999999999999924}",20,16,7.262996979611361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.13799999999999923}",20,8,24.227785995777815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.13599999999999923}",20,9,7.409005334574636,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.13399999999999923}",20,9,-18.86963097346334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
434,False,"{'a': 0.01, 'e': 0.13199999999999923}",25,0,23.518438654247404,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
435,False,"{'a': 0.01, 'e': 0.12999999999999923}",20,16,6.32299255049967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.12799999999999923}",30,11,29.93662513913118,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.12599999999999922}",20,6,26.169256810752575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.12399999999999922}",25,11,14.426097417912109,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.12199999999999922}",25,17,15.042232470488404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.11999999999999922}",25,17,16.357417271418914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.11799999999999922}",20,4,20.99035445816691,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.11599999999999921}",25,15,18.547833550510116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.11399999999999921}",20,2,33.153914383826326,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.11199999999999921}",30,17,1.1706205651822574,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.10999999999999921}",25,14,21.77515902964304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.10799999999999921}",20,15,9.616751466537838,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.1059999999999992}",30,21,-24.048171631782242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
448,False,"{'a': 0.01, 'e': 0.1039999999999992}",20,13,12.950938025659356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.1019999999999992}",25,0,35.29054162981959,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.01, 'e': 0.0999999999999992}",30,9,30.61479227056387,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.0979999999999992}",20,0,16.02682165853858,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
452,False,"{'a': 0.01, 'e': 0.0959999999999992}",20,8,18.60371620501932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.0939999999999992}",25,17,16.04551747446594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.0919999999999992}",30,20,19.94528301408614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.08999999999999919}",30,4,7.097460822310987,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.08799999999999919}",25,18,-11.169333698929355,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.08599999999999919}",20,11,18.964796857227284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.08399999999999919}",20,14,11.562682108712083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.08199999999999918}",20,13,4.899028787376551,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.07999999999999918}",20,13,13.490115142988317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.07799999999999918}",30,17,15.335806254356028,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.07599999999999918}",25,14,21.102533035823445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.07399999999999918}",20,16,8.604529833243138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.07199999999999918}",35,25,20.40596532417474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.06999999999999917}",20,16,9.169673320658356,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.06799999999999917}",25,16,18.18372756298722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.06599999999999917}",30,12,7.540522927464281,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
468,False,"{'a': 0.01, 'e': 0.06399999999999917}",25,11,23.98326944134819,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.01, 'e': 0.06199999999999917}",20,9,19.554170013670692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.059999999999999165}",20,5,1.1478123566810796,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.05799999999999916}",20,16,6.372972049448837,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.05599999999999916}",30,17,20.739326440313633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.01, 'e': 0.05399999999999916}",25,16,14.453100329906553,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.05199999999999916}",20,10,17.715535988510858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.049999999999999156}",25,9,14.810567920777316,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.047999999999999154}",25,3,33.5955694597662,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.01, 'e': 0.04599999999999915}",30,13,27.416283504084216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.01, 'e': 0.04399999999999915}",20,12,13.91442576825019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.04199999999999915}",25,13,18.27139093649771,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.03999999999999915}",30,18,21.650964290410222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.037999999999999146}",20,2,25.786877429506,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.035999999999999144}",20,7,24.129788140647637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.03399999999999914}",25,5,21.56518781878356,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.03199999999999914}",25,14,18.772354056844865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.01, 'e': 0.02999999999999914}",20,10,15.161168139430487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.01, 'e': 0.027999999999999137}",30,7,35.38018309635413,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.025999999999999135}",20,6,16.161035690805228,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.023999999999999133}",30,15,28.011760202566073,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.02199999999999913}",25,13,20.237492087640593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.01999999999999913}",20,16,7.801598155921288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.017999999999999128}",20,12,13.031731286653503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.015999999999999126}",20,9,20.25246862197613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.013999999999999126}",20,11,-5.345919937653484,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.011999999999999126}",25,16,14.741047199725754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.009999999999999126}",20,6,27.119051926370744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.007999999999999126}",25,19,11.96528391574033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.005999999999999126}",30,20,20.363989840442578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.003999999999999126}",25,11,21.396999158618428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,19,10.484172339648055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,36.25825114639883,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,23.893590746869936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,22.52204323875764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,29.859324918626122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,14,12.464389125800125,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,7,29.10521945832338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,21.84117908190099,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,27.66861363992313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,15,20.114552681506407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,14,29.950854402119774,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,9,17.41084749775996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,0,29.952496434297693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",25,17,17.963067202309375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,10,17.04479501230872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,14,18.75338013120625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,18,19.55343685073552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,8,17.70374727623995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,10,15.59907247467914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,12,15.766471715093076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,15,17.438344956139627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,24,8.445014300042963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,15,8.082506940135223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,0,27.793699762997296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,11,18.89705737219841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,13,20.544878710210615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,8,31.818347215110233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,0,33.60004562907922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'a': 0, 'e': 0}",25,14,19.09861016534831,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,6,25.517864296426765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,6,25.473438676906095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,13,16.747006290247324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,10,17.031732659635036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,2,38.0441413006592,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,10,15.74747197594091,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,10,27.920296021732906,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,11,23.531319820955876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,11,33.18211626138703,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",30,8,38.30909723462073,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,0,38.906272912406116,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,True,"{'a': 0, 'e': 0}",25,4,34.18013561148926,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,9,21.936672551936628,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,9,14.709830910370867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,8,21.296991966142354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,16,17.38464972556639,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",35,21,28.897716734627203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,0,34.10200211908945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,16,7.258397609668702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,18,11.04921357668505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",30,15,27.49466514344236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",20,16,8.131782718078389,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,11,18.42313265742985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",25,20,8.902338735903733,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",20,4,28.027084929266067,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
